20210801158, 4, 09,08,02,10,07,06,01,04,05,03, 0.13, 0.0
20210801158, 14, 09,08,02,10,07,06,01,04,05,03, 0.06, 0.0
20210801158, 17, 09,08,02,10,07,06,01,04,05,03, 0.42, 8.82
20210801157, 4, 07,09,05,04,01,08,06,02,10,03, 0.13, 0.0
20210801157, 17, 07,09,05,04,01,08,06,02,10,03, 0.39, 0.0
20210801157, 16, 07,09,05,04,01,08,06,02,10,03, 0.36, 7.56
20210801156, 4, 03,02,08,01,07,04,09,10,05,06, 0.12, 0.0
20210801156, 5, 03,02,08,01,07,04,09,10,05,06, 0.52, 10.92
20210801156, 16, 03,02,08,01,07,04,09,10,05,06, 0.33, 0.0
20210801156, 17, 03,02,08,01,07,04,09,10,05,06, 0.36, 0.0
20210801155, 4, 01,02,07,06,05,03,08,04,09,10, 0.12, 0.0
20210801155, 5, 01,02,07,06,05,03,08,04,09,10, 0.48, 0.0
20210801155, 3, 01,02,07,06,05,03,08,04,09,10, 0.1, 4.2
20210801155, 16, 01,02,07,06,05,03,08,04,09,10, 0.31, 0.0
20210801155, 17, 01,02,07,06,05,03,08,04,09,10, 0.33, 0.0
20210801154, 4, 01,06,08,04,02,07,09,03,10,05, 0.12, 0.0
20210801154, 5, 01,06,08,04,02,07,09,03,10,05, 0.45, 0.0
20210801154, 3, 01,06,08,04,02,07,09,03,10,05, 0.1, 0.0
20210801154, 16, 01,06,08,04,02,07,09,03,10,05, 0.29, 0.0
20210801154, 17, 01,06,08,04,02,07,09,03,10,05, 0.31, 0.0
20210801153, 3, 01,08,07,04,02,03,10,06,05,09, 0.09, 0.0
20210801153, 4, 01,08,07,04,02,03,10,06,05,09, 0.11, 0.0
20210801153, 5, 01,08,07,04,02,03,10,06,05,09, 0.42, 0.0
20210801153, 17, 01,08,07,04,02,03,10,06,05,09, 0.29, 0.0
20210801153, 16, 01,08,07,04,02,03,10,06,05,09, 0.27, 0.0
20210801152, 4, 04,08,02,09,05,03,01,07,06,10, 0.11, 0.0
20210801152, 3, 04,08,02,09,05,03,01,07,06,10, 0.09, 0.0
20210801152, 5, 04,08,02,09,05,03,01,07,06,10, 0.39, 0.0
20210801152, 16, 04,08,02,09,05,03,01,07,06,10, 0.25, 0.0
20210801152, 17, 04,08,02,09,05,03,01,07,06,10, 0.27, 0.0
20210801151, 4, 05,01,03,08,07,06,09,04,10,02, 0.1, 0.0
20210801151, 3, 05,01,03,08,07,06,09,04,10,02, 0.09, 0.0
20210801151, 5, 05,01,03,08,07,06,09,04,10,02, 0.36, 0.0
20210801151, 16, 05,01,03,08,07,06,09,04,10,02, 0.23, 0.0
20210801151, 17, 05,01,03,08,07,06,09,04,10,02, 0.25, 0.0
20210801150, 4, 09,10,03,05,06,07,01,08,02,04, 0.1, 0.0
20210801150, 5, 09,10,03,05,06,07,01,08,02,04, 0.33, 0.0
20210801150, 3, 09,10,03,05,06,07,01,08,02,04, 0.08, 0.0
20210801150, 16, 09,10,03,05,06,07,01,08,02,04, 0.21, 0.0
20210801150, 17, 09,10,03,05,06,07,01,08,02,04, 0.23, 0.0
20210801149, 4, 01,07,05,10,06,04,03,08,02,09, 0.1, 0.0
20210801149, 3, 01,07,05,10,06,04,03,08,02,09, 0.08, 0.0
20210801149, 5, 01,07,05,10,06,04,03,08,02,09, 0.31, 0.0
20210801149, 17, 01,07,05,10,06,04,03,08,02,09, 0.21, 0.0
20210801149, 16, 01,07,05,10,06,04,03,08,02,09, 0.2, 0.0
20210801148, 4, 10,08,07,06,02,04,09,05,03,01, 0.09, 0.0
20210801148, 3, 10,08,07,06,02,04,09,05,03,01, 0.08, 0.0
20210801148, 5, 10,08,07,06,02,04,09,05,03,01, 0.29, 0.0
20210801148, 16, 10,08,07,06,02,04,09,05,03,01, 0.18, 0.0
20210801148, 17, 10,08,07,06,02,04,09,05,03,01, 0.2, 0.0
20210801147, 4, 06,07,09,08,01,03,02,05,10,04, 0.09, 0.0
20210801147, 3, 06,07,09,08,01,03,02,05,10,04, 0.08, 0.0
20210801147, 5, 06,07,09,08,01,03,02,05,10,04, 0.27, 0.0
20210801147, 16, 06,07,09,08,01,03,02,05,10,04, 0.17, 0.0
20210801147, 17, 06,07,09,08,01,03,02,05,10,04, 0.18, 0.0
20210801146, 4, 04,08,03,06,09,10,02,07,01,05, 0.09, 0.0
20210801146, 5, 04,08,03,06,09,10,02,07,01,05, 0.25, 0.0
20210801146, 3, 04,08,03,06,09,10,02,07,01,05, 0.08, 0.0
20210801146, 16, 04,08,03,06,09,10,02,07,01,05, 0.16, 0.0
20210801146, 17, 04,08,03,06,09,10,02,07,01,05, 0.17, 0.0
20210801145, 4, 04,02,10,07,05,01,09,06,08,03, 0.08, 0.0
20210801145, 3, 04,02,10,07,05,01,09,06,08,03, 0.08, 0.0
